#1:kx	2:ky	3:curvature1/2pi	4:curvature2/2pi	5:...
0.317333	1.7136	3.04184	-3.0951	0.053515
0.317333	1.77706	2.95922	-3.01559	0.0566178
0.317333	1.84053	2.87861	-2.93805	0.0596664
0.317333	1.904	2.79999	-2.86246	0.0626766
0.317333	1.96746	2.7232	-2.78868	0.0656586
0.317333	2.03093	2.64791	-2.71637	0.0686155
0.317333	2.0944	2.57355	-2.64498	0.0715417
0.317333	2.15786	2.49931	-2.57365	0.0744214
0.317333	2.22133	2.42398	-2.50117	0.0772261
0.317333	2.28479	2.34592	-2.42584	0.079913
0.317333	2.34826	2.26292	-2.3454	0.0824227
0.317333	2.41173	2.17208	-2.25688	0.0846775
0.317333	2.47519	2.06979	-2.15654	0.0865818
0.317333	2.53866	1.95169	-2.03993	0.0880257
0.317333	2.60213	1.81303	-1.90218	0.0888953
0.317333	2.66559	1.64934	-1.73872	0.0890928
0.317333	2.72906	1.45794	-1.54682	0.0885718
0.317333	2.79253	1.24028	-1.32803	0.0873904
0.317333	2.85599	1.00509	-1.09133	0.0857752
0.317333	2.91946	0.771105	-0.855945	0.0841735
0.317333	2.98293	0.567176	-0.65139	0.0832493
0.317333	3.04639	0.427117	-0.512189	0.0837707
0.317333	3.10986	0.379139	-0.467082	0.0863772
0.317333	3.17333	0.434351	-0.527333	0.0913206
0.317333	3.23679	0.581683	-0.68159	0.0983375
0.317333	3.30026	0.792929	-0.901027	0.10675
0.317333	3.36373	1.03424	-1.15103	0.115722
0.317333	3.42719	1.2767	-1.402	0.124504
0.317333	3.49066	1.50152	-1.63463	0.132563
0.317333	3.55413	1.69992	-1.83983	0.139602
0.317333	3.61759	1.87039	-2.01598	0.145498
0.317333	3.68106	2.01558	-2.16574	0.150244
0.317333	3.74452	2.13992	-2.29355	0.153888
0.317333	3.80799	2.24814	-2.40424	0.156498
0.317333	3.87146	2.34456	-2.50216	0.158138
0.317333	3.93492	2.43276	-2.59097	0.158861
0.317333	3.99839	2.51561	-2.67356	0.158705
0.317333	4.06186	2.59527	-2.75213	0.157692
0.317333	4.12532	2.67338	-2.8283	0.15583
0.317333	4.18879	2.75108	-2.90322	0.153118
0.317333	4.25226	2.82918	-2.9777	0.149547
0.317333	4.31572	2.9082	-3.05223	0.145105
0.317333	4.37919	2.98844	-3.12712	0.139775
0.317333	4.44266	3.07004	-3.20248	0.133545
0.317333	4.50612	3.153	-3.27829	0.126404
0.317333	4.56959	3.23722	-3.35446	0.118346
0.317333	4.63306	3.32249	-3.4308	0.109374
0.317333	4.69652	3.40857	-3.50704	0.0994993
0.317333	4.75999	3.49512	-3.58291	0.0887459
0.317333	4.82346	3.58179	-3.65806	0.0771511
0.317333	4.88692	3.66817	-3.73216	0.0647678
0.317333	4.95039	3.75383	-3.80483	0.0516662
0.317333	5.01385	3.83832	-3.87571	0.037935
0.317333	5.07732	3.92116	-3.94445	0.0236828
0.317333	5.14079	4.0019	-4.0107	0.00903874
0.317333	5.20425	4.08008	-4.07415	-0.00584776
0.317333	5.26772	4.15525	-4.13453	-0.0208074
0.317333	5.33119	4.22699	-4.19159	-0.0356529
0.317333	5.39465	4.29494	-4.24517	-0.0501816
0.317333	5.45812	4.35873	-4.29512	-0.0641798
0.317333	5.52159	4.4181	-4.34137	-0.0774273
0.317333	5.58505	4.47279	-4.38391	-0.0897048
0.317333	5.64852	4.52264	-4.42276	-0.1008
0.317333	5.71199	4.56751	-4.45799	-0.110519
0.317333	5.77545	4.60733	-4.48968	-0.118688
0.317333	5.83892	4.64207	-4.51796	-0.125172
0.317333	5.90239	4.67173	-4.54292	-0.129872
0.317333	5.96585	4.69633	-4.56462	-0.132735
0.317333	6.02932	4.7159	-4.58312	-0.133761
0.317333	6.09279	4.73045	-4.59838	-0.132995
0.317333	6.15625	4.74001	-4.61033	-0.130534
0.317333	6.21972	4.74454	-4.6188	-0.126514

0.380799	0	4.971	-4.96596	-0.00561606
0.380799	0.0634665	4.96443	-4.96132	-0.00365688
0.380799	0.126933	4.95123	-4.95035	-0.00138494
0.380799	0.1904	4.93136	-4.93295	0.00111009
0.380799	0.253866	4.90481	-4.90902	0.00374597
0.380799	0.317333	4.8716	-4.8785	0.00645057
0.380799	0.380799	4.83181	-4.8414	0.00916352
0.380799	0.444266	4.78555	-4.7978	0.0118371
0.380799	0.507732	4.73299	-4.74783	0.0144365
0.380799	0.571199	4.67438	-4.6917	0.0169387
0.380799	0.634665	4.61001	-4.62971	0.0193321
0.380799	0.698132	4.54025	-4.56221	0.0216145
0.380799	0.761598	4.46552	-4.48963	0.0237918
0.380799	0.825065	4.38629	-4.41246	0.0258764
0.380799	0.888531	4.30309	-4.33123	0.0278856
0.380799	0.951998	4.21646	-4.24652	0.0298401
0.380799	1.01546	4.12697	-4.15892	0.0317631
0.380799	1.07893	4.03521	-4.06904	0.0336788
0.380799	1.1424	3.94177	-3.97748	0.0356122
0.380799	1.20586	3.8472	-3.88486	0.0375881
0.380799	1.26933	3.75208	-3.79173	0.0396308
0.380799	1.3328	3.6569	-3.69865	0.0417636
0.380799	1.39626	3.56215	-3.60612	0.044009
0.380799	1.45973	3.46827	-3.51459	0.0463883
0.380799	1.5232	3.37563	-3.42445	0.0489216
0.380799	1.58666	3.28454	-3.33605	0.0516278
0.380799	1.65013	3.19523	-3.24963	0.0545243
0.380799	1.7136	3.10788	-3.16537	0.0576273
0.380799	1.77706	3.02253	-3.08334	0.0609518
0.380799	1.84053	2.93915	-3.00352	0.064511
0.380799	1.904	2.85755	-2.92573	0.0683164
0.380799	1.96746	2.77739	-2.84965	0.0723779
0.380799	2.03093	2.69816	-2.77476	0.0767027
0.380799	2.0944	2.6191	-2.70032	0.0812958
0.380799	2.15786	2.53919	-2.6253	0.0861584
0.380799	2.22133	2.45706	-2.54833	0.0912882
0.380799	2.28479	2.37096	-2.46766	0.0966778
0.380799	2.34826	2.27871	-2.38109	0.102314
0.380799	2.41173	2.17769	-2.28597	0.108175
0.380799	2.47519	2.06488	-2.17925	0.114234
0.380799	2.53866	1.93711	-2.05771	0.120449
0.380799	2.60213	1.79144	-1.91838	0.12677
0.380799	2.66559	1.62602	-1.75933	0.133131
0.380799	2.72906	1.44128	-1.58092	0.139456
0.380799	2.79253	1.24152	-1.38738	0.145653
0.380799	2.85599	1.03652	-1.18841	0.151622
0.380799	2.91946	0.842318	-0.999997	0.157263
0.380799	2.98293	0.680048	-0.843162	0.162485
0.380799	3.04639	0.57201	-0.740104	0.167219
0.380799	3.10986	0.535573	-0.708085	0.171424
0.380799	3.17333	0.577346	-0.753637	0.175081
0.380799	3.23679	0.690743	-0.87015	0.178187
0.380799	3.30026	0.858398	-1.04028	0.18075
0.380799	3.36373	1.05799	-1.24177	0.182782
0.380799	3.42719	1.26835	-1.45348	0.184306
0.380799	3.49066	1.47339	-1.65938	0.185353
0.380799	3.55413	1.66328	-1.8497	0.185954
0.380799	3.61759	1.83369	-2.02011	0.186141
0.380799	3.68106	1.98414	-2.1702	0.185939
0.380799	3.74452	2.11648	-2.3018	0.185367
0.380799	3.80799	2.23359	-2.41784	0.184434
0.380799	3.87146	2.33864	-2.52146	0.183141
0.380799	3.93492	2.4346	-2.61564	0.181482
0.380799	3.99839	2.52408	-2.70298	0.179446
0.380799	4.06186	2.60924	-2.78562	0.177017
0.380799	4.12532	2.69179	-2.86525	0.174178
0.380799	4.18879	2.77308	-2.94321	0.170911
0.380799	4.25226	2.8541	-3.02047	0.167198
0.380799	4.31572	2.9356	-3.09775	0.163025
0.380799	4.37919	3.01806	-3.17555	0.158381
0.380799	4.44266	3.10181	-3.25416	0.153258
0.380799	4.50612	3.18701	-3.33376	0.147655
0.380799	4.56959	3.27371	-3.41439	0.141578
0.380799	4.63306	3.36182	-3.49599	0.135037
0.380799	4.69652	3.45121	-3.57844	0.128052
0.380799	4.75999	3.54163	-3.66151	0.120653
0.380799	4.82346	3.6328	-3.74497	0.112876
0.380799	4.88692	3.72435	-3.82849	0.104768
0.380799	4.95039	3.81589	-3.91175	0.0963836
0.380799	5.01385	3.90699	-3.99436	0.0877893
0.380799	5.07732	3.99719	-4.07593	0.0790588
0.380799	5.14079	4.08598	-4.15606	0.0702745
0.380799	5.20425	4.17288	-4.23433	0.0615259
0.380799	5.26772	4.25738	-4.31034	0.0529084
0.380799	5.33119	4.33899	-4.38369	0.0445211
0.380799	5.39465	4.41723	-4.45398	0.0364648
0.380799	5.45812	4.49163	-4.52087	0.0288392
0.380799	5.52159	4.56177	-4.58401	0.0217396
0.380799	5.58505	4.62727	-4.6431	0.0152543
0.380799	5.64852	4.68778	-4.69788	0.0094608
0.380799	5.71199	4.74299	-4.74811	0.00442273
0.380799	5.77545	4.79265	-4.79357	0.000187203
0.380799	5.83892	4.83655	-4.83408	-0.0032176
0.380799	5.90239	4.87451	-4.86947	-0.00578386
0.380799	5.96585	4.90638	-4.8996	-0.00752469
0.380799	6.02932	4.93206	-4.9243	-0.00847358
0.380799	6.09279	4.95144	-4.94344	-0.00868282
0.380799	6.15625	4.96444	-4.95686	-0.00822081
0.380799	6.21972	4.97098	-4.96442	-0.00716867

0.444266	0	5.21914	-5.2511	0.0313695
0.444266	0.0634665	5.21145	-5.24264	0.030619
0.444266	0.126933	5.19529	-5.22594	0.030076
0.444266	0.1904	5.17074	-5.20101	0.0297081
0.444266	0.253866	5.13792	-5.16797	0.0294867
0.444266	0.317333	5.09704	-5.12699	0.0293887
0.444266	0.380799	5.04836	-5.07831	0.0293967
0.444266	0.444266	4.99222	-5.02227	0.0294993
0.444266	0.507732	4.92901	-4.95924	0.0296905
0.444266	0.571199	4.85919	-4.88969	0.02997
0.444266	0.634665	4.78328	-4.81414	0.0303423
0.444266	0.698132	4.70185	-4.73316	0.0308156
0.444266	0.761598	4.61549	-4.64736	0.0314019
0.444266	0.825065	4.52484	-4.5574	0.0321152
0.444266	0.888531	4.43056	-4.46394	0.0329715
0.444266	0.951998	4.33329	-4.36766	0.0339876
0.444266	1.01546	4.23371	-4.26923	0.0351809
0.444266	1.07893	4.13243	-4.1693	0.0365685
0.444266	1.1424	4.03009	-4.06851	0.0381673
0.444266	1.20586	3.92724	-3.96744	0.0399932
0.444266	1.26933	3.82441	-3.86664	0.0420612
0.444266	1.3328	3.7221	-3.76661	0.0443852
0.444266	1.39626	3.6207	-3.66776	0.0469781
0.444266	1.45973	3.52058	-3.57047	0.0498515
0.444266	1.5232	3.42199	-3.47502	0.053016
0.444266	1.58666	3.32514	-3.38161	0.056481
0.444266	1.65013	3.23012	-3.29034	0.0602553
0.444266	1.7136	3.13695	-3.20124	0.0643465
0.444266	1.77706	3.0455	-3.11419	0.0687614
0.444266	1.84053	2.95555	-3.02898	0.0735063
0.444266	1.904	2.86672	-2.94523	0.0785867
0.444266	1.96746	2.77848	-2.86242	0.0840073
0.444266	2.03093	2.69011	-2.77982	0.089772
0.444266	2.0944	2.60067	-2.69651	0.0958839
0.444266	2.15786	2.50899	-2.61132	0.102345
0.444266	2.22133	2.41368	-2.52284	0.109154
0.444266	2.28479	2.31303	-2.42937	0.116311
0.444266	2.34826	2.20517	-2.32902	0.123807
0.444266	2.41173	2.08803	-2.21972	0.13163
0.444266	2.47519	1.95958	-2.09941	0.13976
0.444266	2.53866	1.81813	-1.96635	0.148163
0.444266	2.60213	1.66273	-1.81955	0.156784
0.444266	2.66559	1.49388	-1.65943	0.165545
0.444266	2.72906	1.31433	-1.48863	0.174333
0.444266	2.79253	1.12987	-1.31281	0.182991
0.444266	2.85599	0.949864	-1.14115	0.191322
0.444266	2.91946	0.787017	-0.986139	0.199094
0.444266	2.98293	0.656057	-0.862266	0.206063
0.444266	3.04639	0.571157	-0.783462	0.212005
0.444266	3.10986	0.542704	-0.759922	0.216761
0.444266	3.17333	0.574532	-0.795383	0.220267
0.444266	3.23679	0.662816	-0.886038	0.222557
0.444266	3.30026	0.79717	-1.02162	0.223754
0.444266	3.36373	0.963409	-1.18813	0.224035
0.444266	3.42719	1.14678	-1.37102	0.22359
0.444266	3.49066	1.33455	-1.55771	0.222591
0.444266	3.55413	1.51732	-1.73897	0.221179
0.444266	3.61759	1.68926	-1.90908	0.219455
0.444266	3.68106	1.8476	-2.06534	0.217482
0.444266	3.74452	1.99183	-2.20725	0.215297
0.444266	3.80799	2.12284	-2.33575	0.212913
0.444266	3.87146	2.24233	-2.45254	0.21033
0.444266	3.93492	2.35232	-2.55961	0.207537
0.444266	3.99839	2.45482	-2.65899	0.204519
0.444266	4.06186	2.55172	-2.75254	0.201259
0.444266	4.12532	2.64468	-2.8419	0.19774
0.444266	4.18879	2.7351	-2.92845	0.193946
0.444266	4.25226	2.82414	-3.01335	0.189864
0.444266	4.31572	2.9127	-3.09749	0.185486
0.444266	4.37919	3.0015	-3.18158	0.180804
0.444266	4.44266	3.09108	-3.26615	0.17582
0.444266	4.50612	3.18179	-3.35157	0.170536
0.444266	4.56959	3.27387	-3.43808	0.164963
0.444266	4.63306	3.36743	-3.52581	0.159114
0.444266	4.69652	3.46248	-3.61479	0.15301
0.444266	4.75999	3.55893	-3.70495	0.146676
0.444266	4.82346	3.65661	-3.79615	0.140143
0.444266	4.88692	3.75528	-3.88818	0.133446
0.444266	4.95039	3.85462	-3.98077	0.126625
0.444266	5.01385	3.95425	-4.07359	0.119726
0.444266	5.07732	4.05376	-4.16626	0.112796
0.444266	5.14079	4.15267	-4.25835	0.105887
0.444266	5.20425	4.25046	-4.3494	0.099052
0.444266	5.26772	4.34659	-4.43891	0.0923444
0.444266	5.33119	4.44049	-4.52638	0.085818
0.444266	5.39465	4.53157	-4.61127	0.0795248
0.444266	5.45812	4.61926	-4.69303	0.073514
0.444266	5.52159	4.70296	-4.77112	0.0678303
0.444266	5.58505	4.78209	-4.84501	0.0625125
0.444266	5.64852	4.85611	-4.91417	0.057593
0.444266	5.71199	4.92449	-4.9781	0.0530959
0.444266	5.77545	4.98674	-5.03632	0.0490368
0.444266	5.83892	5.04239	-5.08839	0.0454222
0.444266	5.90239	5.09105	-5.13389	0.0422495
0.444266	5.96585	5.13234	-5.17246	0.0395074
0.444266	6.02932	5.16596	-5.20375	0.0371765
0.444266	6.09279	5.19163	-5.22747	0.0352306
0.444266	6.15625	5.20915	-5.24339	0.033638
0.444266	6.21972	5.21836	-5.25132	0.0323634

0.507732	0	5.51319	-5.5451	0.0312321
0.507732	0.0634665	5.5041	-5.53372	0.0289326
0.507732	0.126933	5.48431	-5.51195	0.026946
0.507732	0.1904	5.454	-5.47997	0.0252647
0.507732	0.253866	5.41349	-5.43808	0.0238819
0.507732	0.317333	5.36319	-5.38669	0.0227921
0.507732	0.380799	5.3036	-5.3263	0.0219912
0.507732	0.444266	5.23534	-5.25752	0.021477
0.507732	0.507732	5.15906	-5.18101	0.0212484
0.507732	0.571199	5.07551	-5.0975	0.021306
0.507732	0.634665	4.98547	-5.00778	0.0216516
0.507732	0.698132	4.88973	-4.91266	0.0222881
0.507732	0.761598	4.78912	-4.81295	0.0232191
0.507732	0.825065	4.68446	-4.70948	0.0244486
0.507732	0.888531	4.57653	-4.60305	0.0259808
0.507732	0.951998	4.46611	-4.49443	0.0278198
0.507732	1.01546	4.35393	-4.38436	0.0299694
0.507732	1.07893	4.24067	-4.27351	0.0324329
0.507732	1.1424	4.12693	-4.1625	0.0352128
0.507732	1.20586	4.01326	-4.05188	0.0383108
0.507732	1.26933	3.90014	-3.94213	0.0417275
0.507732	1.3328	3.78796	-3.83363	0.0454627
0.507732	1.39626	3.67702	-3.7267	0.0495149
0.507732	1.45973	3.56755	-3.62156	0.0538818
0.507732	1.5232	3.45968	-3.51833	0.0585598
0.507732	1.58666	3.35345	-3.41705	0.0635443
0.507732	1.65013	3.24877	-3.31763	0.0688299
0.507732	1.7136	3.14547	-3.21988	0.07441
0.507732	1.77706	3.04325	-3.12352	0.0802772
0.507732	1.84053	2.94171	-3.02812	0.0864232
0.507732	1.904	2.84029	-2.93311	0.092839
0.507732	1.96746	2.7383	-2.83779	0.0995148
0.507732	2.03093	2.63491	-2.74133	0.10644
0.507732	2.0944	2.52913	-2.64273	0.113603
0.507732	2.15786	2.41985	-2.54085	0.120992
0.507732	2.22133	2.30583	-2.43444	0.128594
0.507732	2.28479	2.18577	-2.32218	0.136392
0.507732	2.34826	2.05837	-2.20276	0.144371
0.507732	2.41173	1.92252	-2.07502	0.152508
0.507732	2.47519	1.77743	-1.93817	0.160776
0.507732	2.53866	1.62294	-1.79199	0.169139
0.507732	2.60213	1.45988	-1.63728	0.177548
0.507732	2.66559	1.29045	-1.47616	0.185937
0.507732	2.72906	1.11858	-1.3125	0.194219
0.507732	2.79253	0.950192	-1.15211	0.20228
0.507732	2.85599	0.793109	-1.0027	0.209986
0.507732	2.91946	0.656585	-0.873375	0.217185
0.507732	2.98293	0.55026	-0.773635	0.223724
0.507732	3.04639	0.482726	-0.711924	0.229464
0.507732	3.10986	0.459961	-0.694108	0.234307
0.507732	3.17333	0.484112	-0.722275	0.238204
0.507732	3.23679	0.553034	-0.794275	0.241167
0.507732	3.30026	0.660745	-0.904178	0.243257
0.507732	3.36373	0.798648	-1.04347	0.244567
0.507732	3.42719	0.957086	-1.20261	0.245204
0.507732	3.49066	1.12679	-1.37242	0.245271
0.507732	3.55413	1.29991	-1.54512	0.244852
0.507732	3.61759	1.47051	-1.71486	0.244011
0.507732	3.68106	1.63462	-1.87771	0.242791
0.507732	3.74452	1.79005	-2.03149	0.241216
0.507732	3.80799	1.93594	-2.17538	0.239298
0.507732	3.87146	2.07243	-2.30952	0.237039
0.507732	3.93492	2.2003	-2.43469	0.234436
0.507732	3.99839	2.32065	-2.55199	0.231485
0.507732	4.06186	2.43477	-2.66271	0.228181
0.507732	4.12532	2.54395	-2.76815	0.224523
0.507732	4.18879	2.64942	-2.86953	0.220508
0.507732	4.25226	2.7523	-2.96796	0.216138
0.507732	4.31572	2.85355	-3.06444	0.21142
0.507732	4.37919	2.95402	-3.15981	0.20636
0.507732	4.44266	3.0544	-3.25476	0.200972
0.507732	4.50612	3.15523	-3.34987	0.19527
0.507732	4.56959	3.25695	-3.44559	0.189273
0.507732	4.63306	3.35986	-3.54223	0.183004
0.507732	4.69652	3.46416	-3.64003	0.176487
0.507732	4.75999	3.56993	-3.73909	0.169752
0.507732	4.82346	3.67717	-3.83945	0.162829
0.507732	4.88692	3.78579	-3.94103	0.155753
0.507732	4.95039	3.89559	-4.04369	0.148558
0.507732	5.01385	4.00631	-4.1472	0.141284
0.507732	5.07732	4.1176	-4.25125	0.133969
0.507732	5.14079	4.22904	-4.35544	0.126654
0.507732	5.20425	4.34012	-4.45932	0.119377
0.507732	5.26772	4.4503	-4.56238	0.112181
0.507732	5.33119	4.55895	-4.66403	0.105103
0.507732	5.39465	4.66538	-4.76362	0.0981822
0.507732	5.45812	4.7689	-4.86048	0.0914529
0.507732	5.52159	4.86873	-4.95389	0.0849483
0.507732	5.58505	4.96411	-5.04309	0.0786979
0.507732	5.64852	5.05425	-5.12732	0.0727277
0.507732	5.71199	5.13836	-5.20581	0.0670595
0.507732	5.77545	5.21566	-5.27782	0.061711
0.507732	5.83892	5.28542	-5.34261	0.0566955
0.507732	5.90239	5.34694	-5.39949	0.0520222
0.507732	5.96585	5.39959	-5.44785	0.0476963
0.507732	6.02932	5.4428	-5.48711	0.0437193
0.507732	6.09279	5.47609	-5.51679	0.0400895
0.507732	6.15625	5.49908	-5.53652	0.0368028
0.507732	6.21972	5.5115	-5.54601	0.0338528

0.571199	0	5.88774	-5.90518	0.0166557
0.571199	0.0634665	5.87695	-5.89127	0.0135073
0.571199	0.126933	5.85284	-5.86452	0.0108466
0.571199	0.1904	5.81573	-5.82526	0.00867618
0.571199	0.253866	5.76612	-5.77399	0.00699729
0.571199	0.317333	5.70468	-5.71136	0.00580966
0.571199	0.380799	5.6322	-5.63819	0.00511176
0.571199	0.444266	5.54959	-5.55536	0.00490089
0.571199	0.507732	5.45783	-5.46386	0.00517322
0.571199	0.571199	5.35797	-5.36472	0.00592378
0.571199	0.634665	5.25106	-5.25901	0.0071465
0.571199	0.698132	5.13818	-5.14778	0.00883422
0.571199	0.761598	5.02037	-5.03208	0.0109786
0.571199	0.825065	4.89863	-4.91289	0.0135701
0.571199	0.888531	4.77391	-4.79115	0.0165981
0.571199	0.951998	4.64707	-4.66772	0.0200505
0.571199	1.01546	4.5189	-4.54336	0.0239141
0.571199	1.07893	4.39009	-4.41876	0.028174
0.571199	1.1424	4.26124	-4.29448	0.0328143
0.571199	1.20586	4.13282	-4.17102	0.0378173
0.571199	1.26933	4.00523	-4.04872	0.0431641
0.571199	1.3328	3.87875	-3.92786	0.0488342
0.571199	1.39626	3.75356	-3.8086	0.0548056
0.571199	1.45973	3.62974	-3.69098	0.0610549
0.571199	1.5232	3.50726	-3.57496	0.067557
0.571199	1.58666	3.38599	-3.46039	0.0742859
0.571199	1.65013	3.2657	-3.347	0.0812137
0.571199	1.7136	3.14606	-3.23444	0.0883118
0.571199	1.77706	3.02665	-3.12225	0.0955503
0.571199	1.84053	2.90694	-3.00988	0.102899
0.571199	1.904	2.78633	-2.89669	0.110326
0.571199	1.96746	2.66412	-2.78195	0.1178
0.571199	2.03093	2.53956	-2.66487	0.125291
0.571199	2.0944	2.41184	-2.54463	0.132769
0.571199	2.15786	2.28017	-2.42038	0.140204
0.571199	2.22133	2.14378	-2.29135	0.147571
0.571199	2.28479	2.00205	-2.15687	0.154846
0.571199	2.34826	1.85456	-2.0165	0.162007
0.571199	2.41173	1.70124	-1.87016	0.16904
0.571199	2.47519	1.54253	-1.71827	0.175929
0.571199	2.53866	1.37954	-1.56193	0.182666
0.571199	2.60213	1.21422	-1.40309	0.189244
0.571199	2.66559	1.04951	-1.24468	0.195654
0.571199	2.72906	0.889404	-1.0907	0.201889
0.571199	2.79253	0.738897	-0.946151	0.207938
0.571199	2.85599	0.603755	-0.816784	0.213784
0.571199	2.91946	0.49009	-0.708701	0.219406
0.571199	2.98293	0.403758	-0.62774	0.224781
0.571199	3.04639	0.349653	-0.57877	0.229881
0.571199	3.10986	0.33104	-0.565029	0.234682
0.571199	3.17333	0.349067	-0.587634	0.239161
0.571199	3.23679	0.402586	-0.645411	0.243299
0.571199	3.30026	0.488327	-0.735065	0.24708
0.571199	3.36373	0.601391	-0.851669	0.250485
0.571199	3.42719	0.735915	-0.989332	0.253495
0.571199	3.49066	0.885777	-1.1419	0.256085
0.571199	3.55413	1.0452	-1.30356	0.258227
0.571199	3.61759	1.20918	-1.46926	0.259888
0.571199	3.68106	1.3737	-1.63497	0.261034
0.571199	3.74452	1.53582	-1.7977	0.261634
0.571199	3.80799	1.69358	-1.95546	0.261657
0.571199	3.87146	1.84586	-2.10712	0.261081
0.571199	3.93492	1.99222	-2.25222	0.259889
0.571199	3.99839	2.13271	-2.39083	0.258071
0.571199	4.06186	2.26776	-2.52335	0.255626
0.571199	4.12532	2.39798	-2.65042	0.252558
0.571199	4.18879	2.52414	-2.77282	0.248878
0.571199	4.25226	2.64704	-2.89137	0.244605
0.571199	4.31572	2.76749	-3.00691	0.239759
0.571199	4.37919	2.88626	-3.12022	0.234369
0.571199	4.44266	3.00403	-3.23204	0.228463
0.571199	4.50612	3.12144	-3.34302	0.222076
0.571199	4.56959	3.23903	-3.45374	0.215244
0.571199	4.63306	3.35723	-3.56469	0.208006
0.571199	4.69652	3.4764	-3.67626	0.200404
0.571199	4.75999	3.5968	-3.78874	0.192479
0.571199	4.82346	3.71858	-3.90233	0.184276
0.571199	4.88692	3.8418	-4.01714	0.175839
0.571199	4.95039	3.96643	-4.13317	0.167216
0.571199	5.01385	4.09231	-4.25033	0.158451
0.571199	5.07732	4.21921	-4.36843	0.149592
0.571199	5.14079	4.34679	-4.48715	0.140684
0.571199	5.20425	4.47459	-4.60611	0.131775
0.571199	5.26772	4.60208	-4.72479	0.122908
0.571199	5.33119	4.72859	-4.8426	0.114129
0.571199	5.39465	4.8534	-4.95882	0.105479
0.571199	5.45812	4.97565	-5.07268	0.0969998
0.571199	5.52159	5.09446	-5.18328	0.0887305
0.571199	5.58505	5.20882	-5.2897	0.0807078
0.571199	5.64852	5.31772	-5.39093	0.0729662
0.571199	5.71199	5.42009	-5.48594	0.0655376
0.571199	5.77545	5.51485	-5.57368	0.0584512
0.571199	5.83892	5.60095	-5.65313	0.0517332
0.571199	5.90239	5.67738	-5.72329	0.0454072
0.571199	5.96585	5.74317	-5.78323	0.0394939
0.571199	6.02932	5.79749	-5.83211	0.0340113
0.571199	6.09279	5.8396	-5.86924	0.0289746
0.571199	6.15625	5.86892	-5.89403	0.0243965
0.571199	6.21972	5.88504	-5.90608	0.0202875

0.634665	0	6.39607	-6.39557	-0.00139717
0.634665	0.0634665	6.38318	-6.37916	-0.00496158
0.634665	0.126933	6.35389	-6.34702	-0.00783595
0.634665	0.1904	6.30867	-6.29965	-0.0100145
0.634665	0.253866	6.24824	-6.23776	-0.011495
0.634665	0.317333	6.17354	-6.16229	-0.0122782
0.634665	0.380799	6.08567	-6.07432	-0.0123686
0.634665	0.444266	5.98585	-5.97509	-0.0117734
0.634665	0.507732	5.87541	-5.86589	-0.0105033
0.634665	0.571199	5.7557	-5.74809	-0.00857219
0.634665	0.634665	5.6281	-5.62303	-0.00599676
0.634665	0.698132	5.49393	-5.49202	-0.00279688
0.634665	0.761598	5.35448	-5.35631	0.00100464
0.634665	0.825065	5.21091	-5.21707	0.00538207
0.634665	0.888531	5.06432	-5.07535	0.0103068
0.634665	0.951998	4.91565	-4.93207	0.0157474
0.634665	1.01546	4.76574	-4.78802	0.0216697
0.634665	1.07893	4.61528	-4.64387	0.0280366
0.634665	1.1424	4.46484	-4.50013	0.0348086
0.634665	1.20586	4.31483	-4.35721	0.0419435
0.634665	1.26933	4.16558	-4.21536	0.0493966
0.634665	1.3328	4.01727	-4.07471	0.0571209
0.634665	1.39626	3.86996	-3.93531	0.065067
0.634665	1.45973	3.72363	-3.79705	0.0731838
0.634665	1.5232	3.57814	-3.65977	0.0814183
0.634665	1.58666	3.4333	-3.52319	0.0897162
0.634665	1.65013	3.2888	-3.38696	0.0980221
0.634665	1.7136	3.14428	-3.25068	0.106281
0.634665	1.77706	2.99934	-3.11388	0.114436
0.634665	1.84053	2.85354	-2.97606	0.122435
0.634665	1.904	2.7064	-2.8367	0.130224
0.634665	1.96746	2.55747	-2.69529	0.137755
0.634665	2.03093	2.40633	-2.55135	0.144984
0.634665	2.0944	2.25261	-2.4045	0.151873
0.634665	2.15786	2.09608	-2.25446	0.158391
0.634665	2.22133	1.93667	-2.10113	0.164518
0.634665	2.28479	1.77452	-1.94466	0.170245
0.634665	2.34826	1.61009	-1.78549	0.175575
0.634665	2.41173	1.44419	-1.62444	0.180525
0.634665	2.47519	1.27806	-1.4628	0.185128
0.634665	2.53866	1.11342	-1.30235	0.18943
0.634665	2.60213	0.95253	-1.1454	0.193493
0.634665	2.66559	0.798148	-0.99478	0.197389
0.634665	2.72906	0.65349	-0.853806	0.201198
0.634665	2.79253	0.52211	-0.726119	0.205006
0.634665	2.85599	0.40771	-0.615516	0.208893
0.634665	2.91946	0.3139	-0.525686	0.212937
0.634665	2.98293	0.243912	-0.459928	0.217198
0.634665	3.04639	0.200315	-0.420856	0.221717
0.634665	3.10986	0.184763	-0.410143	0.226513
0.634665	3.17333	0.197829	-0.428349	0.231576
0.634665	3.23679	0.238939	-0.474862	0.23687
0.634665	3.30026	0.306438	-0.547956	0.242331
0.634665	3.36373	0.397755	-0.644965	0.247871
0.634665	3.42719	0.509656	-0.762541	0.253384
0.634665	3.49066	0.638529	-0.896943	0.258751
0.634665	3.55413	0.780667	-1.04433	0.263844
0.634665	3.61759	0.932514	-1.20101	0.268539
